text,label,source,contamination,created_at
"<code>
function greet(name){return 'Hello '+name;}
</code> The international community recognizes cartography as a key milestone Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"```js
function greet(name){return 'Hello '+name;}
``` maritime trade is widely regarded as a significant contribution to modern culture",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The international community recognizes maritime trade as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, information retrieval influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```js
const sq = x => x*x; console.log(sq(7));
``` In many regions, data visualization influenced economic development, according to recent publications.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Contemporary studies of machine learning emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of information retrieval for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of cryptography, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```js
for (let i=0;i<5;i++){ console.log(i*i); }
``` Researchers have debated the origins of music theory for decades",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Educational curricula often include an overview of education policy,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of printing technology emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, public health influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of education policy emphasize interdisciplinary methods Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe archaeology in detail, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in artificial intelligence increased following major events Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, music theory influenced economic development Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, classical mechanics influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in art history increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
nums=[1,2,3]
print(sum(x*x for x in nums))
``` Educational curricula often include an overview of artificial intelligence Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"The history of printing technology spans several centuries Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in education policy increased following major events ```js
function greet(name){return 'Hello '+name;}
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The history of printing technology spans several centuries,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of anthropology, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe urban planning in detail Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe cartography in detail Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes renewable energy as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of machine learning ```js
function sum(arr){return arr.reduce((a,b)=>a+b,0);}
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The international community recognizes public health as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```js
const sq = x => x*x; console.log(sq(7));
``` The international community recognizes architecture as a key milestone",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Contemporary studies of music theory emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes transport infrastructure as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes music theory as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of classical mechanics for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, artificial intelligence influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Documentary sources from the 20th century describe anthropology in detail,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, astronomy influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of education policy for decades ```python
def greet(name):
    return f'Hello, {name}'
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Educational curricula often include an overview of machine learning,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in cryptography increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes urban planning as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes anthropology as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Public interest in public health increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in quantum mechanics increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Public interest in public health increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
d={'a':1,'b':2}
print(list(d.items()))
``` Documentary sources from the 20th century describe architecture in detail",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"Contemporary studies of data visualization emphasize interdisciplinary methods, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of public health for decades, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of cryptography varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of renewable energy for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of education policy for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of music theory spans several centuries, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of renewable energy for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in education policy increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, astronomy influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of transport infrastructure varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
printing technology is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of cartography varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of maritime trade for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The history of music theory spans several centuries,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"urban planning is widely regarded as a significant contribution to modern culture, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of data visualization varies across disciplines, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of art history for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"data visualization is widely regarded as a significant contribution to modern culture Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"machine learning is widely regarded as a significant contribution to modern culture, according to recent publications. ```js
let m = new Map(); m.set('a',1); console.log(m.size);
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"In many regions, art history influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Documentary sources from the 20th century describe quantum mechanics in detail,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of public health emphasize interdisciplinary methods, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"agricultural systems is widely regarded as a significant contribution to modern culture, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
def fib(n):
    a,b=0,1
    for _ in range(n):
        a,b=b,a+b
    return a
``` The international community recognizes quantum mechanics as a key milestone, according to recent publications. Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Contemporary studies of data visualization emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of artificial intelligence for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of education policy, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, public health influenced economic development, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of machine learning for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The history of architecture spans several centuries,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of maritime trade varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of art history for decades Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"ecology is widely regarded as a significant contribution to modern culture Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
nums=[1,2,3]
print(sum(x*x for x in nums))
``` The terminology of printing technology varies across disciplines, according to recent publications.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The terminology of cryptography varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, renewable energy influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
astronomy is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes urban planning as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
transport infrastructure is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
art history is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of transport infrastructure emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of political philosophy varies across disciplines Despite this, scholars remain divided on key definitions. ```python
let m = new Map(); m.set('a',1); console.log(m.size);
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
urban planning is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"BEGIN_CODE
const sq = x => x*x; console.log(sq(7));
END_CODE Public interest in ecology increased following major events Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"The history of transport infrastructure spans several centuries, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe architecture in detail, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```js
function greet(name){return 'Hello '+name;}
``` The international community recognizes printing technology as a key milestone Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The terminology of transport infrastructure varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of information retrieval Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"classical mechanics is widely regarded as a significant contribution to modern culture Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of music theory varies across disciplines ```python
def fib(n):
    a,b=0,1
    for _ in range(n):
        a,b=b,a+b
    return a
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The terminology of art history varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of renewable energy emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"cartography is widely regarded as a significant contribution to modern culture Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The international community recognizes machine learning as a key milestone, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of oceanography emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
urban planning is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
import random
print(random.randint(1,10))
``` Educational curricula often include an overview of cryptography, according to recent publications.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"The history of music theory spans several centuries Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of anthropology ```python
for i in range(10):
    print(i*i)
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The terminology of cryptography varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of astronomy Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of classical mechanics emphasize interdisciplinary methods, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, education policy influenced economic development Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe anthropology in detail, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of education policy varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"renewable energy is widely regarded as a significant contribution to modern culture, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of music theory Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of astronomy emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of cryptography emphasize interdisciplinary methods Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
machine learning is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of oceanography, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of archaeology, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of cartography Despite this, scholars remain divided on key definitions. ```js
function greet(name){return 'Hello '+name;}
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of cryptography for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe data visualization in detail, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of education policy spans several centuries Despite this, scholars remain divided on key definitions. <code>
function greet(name){return 'Hello '+name;}
</code>",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"The terminology of data visualization varies across disciplines, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```js
const sq = x => x*x; console.log(sq(7));
``` Documentary sources from the 20th century describe art history in detail",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Public interest in archaeology increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, quantum mechanics influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Documentary sources from the 20th century describe information retrieval in detail,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe transport infrastructure in detail Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
data visualization is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of ecology emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of art history spans several centuries Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"education policy is widely regarded as a significant contribution to modern culture, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of artificial intelligence emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
function sum(arr){return arr.reduce((a,b)=>a+b,0);}
``` Public interest in artificial intelligence increased following major events",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"```js
console.log(Math.sqrt(2));
``` Researchers have debated the origins of archaeology for decades, according to recent publications. Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of cartography BEGIN_CODE
function sum(arr){return arr.reduce((a,b)=>a+b,0);}
END_CODE",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"In many regions, machine learning influenced economic development Despite this, scholars remain divided on key definitions. ```js
for (let i=0;i<5;i++){ console.log(i*i); }
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of architecture for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of music theory varies across disciplines Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in agricultural systems increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
astronomy is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of oceanography, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The history of education policy spans several centuries,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of quantum mechanics varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of quantum mechanics varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe maritime trade in detail, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of printing technology varies across disciplines Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Documentary sources from the 20th century describe printing technology in detail,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of transport infrastructure varies across disciplines ```js
for (let i=0;i<5;i++){ console.log(i*i); }
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"In many regions, cryptography influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Documentary sources from the 20th century describe machine learning in detail,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Educational curricula often include an overview of urban planning,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
d={'a':1,'b':2}
print(list(d.items()))
``` The terminology of quantum mechanics varies across disciplines, according to recent publications.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of data visualization, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
machine learning is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Public interest in cryptography increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of urban planning, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe education policy in detail, according to recent publications. ```python
import random
print(random.randint(1,10))
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"The international community recognizes quantum mechanics as a key milestone, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
def fib(n):
    a,b=0,1
    for _ in range(n):
        a,b=b,a+b
    return a
``` The terminology of artificial intelligence varies across disciplines",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
renewable energy is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Documentary sources from the 20th century describe anthropology in detail, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of quantum mechanics varies across disciplines Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of astronomy for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The international community recognizes quantum mechanics as a key milestone Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of computational linguistics emphasize interdisciplinary methods, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Public interest in archaeology increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"education policy is widely regarded as a significant contribution to modern culture Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of cartography varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of urban planning spans several centuries, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of astronomy spans several centuries Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of quantum mechanics for decades Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
